sep=;
country_or_region;year;variable;share_of_generation_pct
Uganda;2008;Nuclear;0
Uganda;2009;Nuclear;0
Uganda;2010;Nuclear;0
Uganda;2011;Nuclear;0
Uganda;2012;Nuclear;0
Uganda;2013;Nuclear;0
Uganda;2014;Nuclear;0
Uganda;2015;Nuclear;0
Uganda;2016;Nuclear;0
Uganda;2017;Nuclear;0
Uganda;2018;Nuclear;0
Uganda;2019;Nuclear;0
Uganda;2020;Nuclear;0
Ukraine;2000;Nuclear;45.16
Ukraine;2001;Nuclear;44.08
Ukraine;2002;Nuclear;44.93
Ukraine;2003;Nuclear;45.18
Ukraine;2004;Nuclear;47.81
Ukraine;2005;Nuclear;47.74
Ukraine;2006;Nuclear;46.69
Ukraine;2007;Nuclear;47.18
Ukraine;2008;Nuclear;46.65
Ukraine;2009;Nuclear;47.76
Ukraine;2010;Nuclear;47.21
Ukraine;2011;Nuclear;46.29
Ukraine;2012;Nuclear;45.44
Ukraine;2013;Nuclear;42.96
Ukraine;2014;Nuclear;48.57
Ukraine;2015;Nuclear;54.21
Ukraine;2016;Nuclear;49.71
Ukraine;2017;Nuclear;55.42
Ukraine;2018;Nuclear;53.34
Ukraine;2019;Nuclear;54.37
Ukraine;2020;Nuclear;51.4
Ukraine;2021;Nuclear;55.46
United Arab Emirates;2000;Nuclear;0
United Arab Emirates;2001;Nuclear;0
United Arab Emirates;2002;Nuclear;0
United Arab Emirates;2003;Nuclear;0
United Arab Emirates;2004;Nuclear;0
United Arab Emirates;2005;Nuclear;0
United Arab Emirates;2006;Nuclear;0
United Arab Emirates;2007;Nuclear;0
United Arab Emirates;2008;Nuclear;0
United Arab Emirates;2009;Nuclear;0
United Arab Emirates;2010;Nuclear;0
United Arab Emirates;2011;Nuclear;0
United Arab Emirates;2012;Nuclear;0
United Arab Emirates;2013;Nuclear;0
United Arab Emirates;2014;Nuclear;0
United Arab Emirates;2015;Nuclear;0
United Arab Emirates;2016;Nuclear;0
United Arab Emirates;2017;Nuclear;0
United Arab Emirates;2018;Nuclear;0
United Arab Emirates;2019;Nuclear;0
United Arab Emirates;2020;Nuclear;1.25
United Kingdom;2000;Nuclear;22.72
United Kingdom;2001;Nuclear;23.56
United Kingdom;2002;Nuclear;22.84
United Kingdom;2003;Nuclear;22.43
United Kingdom;2004;Nuclear;20.45
United Kingdom;2005;Nuclear;20.64
United Kingdom;2006;Nuclear;19.18
United Kingdom;2007;Nuclear;16.04
United Kingdom;2008;Nuclear;13.64
United Kingdom;2009;Nuclear;18.52
United Kingdom;2010;Nuclear;16.4
United Kingdom;2011;Nuclear;18.9
United Kingdom;2012;Nuclear;19.51
United Kingdom;2013;Nuclear;19.87
United Kingdom;2014;Nuclear;19.02
United Kingdom;2015;Nuclear;20.98
United Kingdom;2016;Nuclear;21.33
United Kingdom;2017;Nuclear;20.99
United Kingdom;2018;Nuclear;19.69
United Kingdom;2019;Nuclear;17.47
United Kingdom;2020;Nuclear;16.53
United Kingdom;2021;Nuclear;15.34
United States of America;2000;Nuclear;19.83
United States of America;2001;Nuclear;20.63
United States of America;2002;Nuclear;20.3
United States of America;2003;Nuclear;19.75
United States of America;2004;Nuclear;19.96
United States of America;2005;Nuclear;19.39
United States of America;2006;Nuclear;19.46
United States of America;2007;Nuclear;19.48
United States of America;2008;Nuclear;19.64
United States of America;2009;Nuclear;20.29
United States of America;2010;Nuclear;19.63
United States of America;2011;Nuclear;19.34
United States of America;2012;Nuclear;19.05
United States of America;2013;Nuclear;19.47
United States of America;2014;Nuclear;19.48
United States of America;2015;Nuclear;19.53
United States of America;2016;Nuclear;19.73
United States of America;2017;Nuclear;19.88
United States of America;2018;Nuclear;19.22
United States of America;2019;Nuclear;19.48
United States of America;2020;Nuclear;19.55
United States of America;2021;Nuclear;18.72
Uruguay;2000;Nuclear;0
Uruguay;2001;Nuclear;0
Uruguay;2002;Nuclear;0
Uruguay;2003;Nuclear;0
Uruguay;2004;Nuclear;0
Uruguay;2005;Nuclear;0
Uruguay;2006;Nuclear;0
Uruguay;2007;Nuclear;0
Uruguay;2008;Nuclear;0
Uruguay;2009;Nuclear;0
Uruguay;2010;Nuclear;0
Uruguay;2011;Nuclear;0
Uruguay;2012;Nuclear;0
Uruguay;2013;Nuclear;0
Uruguay;2014;Nuclear;0
Uruguay;2015;Nuclear;0
Uruguay;2016;Nuclear;0
Uruguay;2017;Nuclear;0
Uruguay;2018;Nuclear;0
Uruguay;2019;Nuclear;0
Uruguay;2020;Nuclear;0
Uzbekistan;2000;Nuclear;0
Uzbekistan;2001;Nuclear;0
Uzbekistan;2002;Nuclear;0
Uzbekistan;2003;Nuclear;0
Uzbekistan;2004;Nuclear;0
Uzbekistan;2005;Nuclear;0
Uzbekistan;2006;Nuclear;0
Uzbekistan;2007;Nuclear;0
Uzbekistan;2008;Nuclear;0
Uzbekistan;2009;Nuclear;0
Uzbekistan;2010;Nuclear;0
Uzbekistan;2011;Nuclear;0
Uzbekistan;2012;Nuclear;0
Uzbekistan;2013;Nuclear;0
Uzbekistan;2014;Nuclear;0
Uzbekistan;2015;Nuclear;0
Uzbekistan;2016;Nuclear;0
Uzbekistan;2017;Nuclear;0
Uzbekistan;2018;Nuclear;0
Uzbekistan;2019;Nuclear;0
Uzbekistan;2020;Nuclear;0
Vanuatu;2000;Nuclear;0
Vanuatu;2001;Nuclear;0
Vanuatu;2002;Nuclear;0
Vanuatu;2003;Nuclear;0
Vanuatu;2004;Nuclear;0
Vanuatu;2005;Nuclear;0
Vanuatu;2006;Nuclear;0
Vanuatu;2007;Nuclear;0
Vanuatu;2008;Nuclear;0
Vanuatu;2009;Nuclear;0
Vanuatu;2010;Nuclear;0
Vanuatu;2011;Nuclear;0
Vanuatu;2012;Nuclear;0
Vanuatu;2013;Nuclear;0
Vanuatu;2014;Nuclear;0
Vanuatu;2015;Nuclear;0
Vanuatu;2016;Nuclear;0
Vanuatu;2017;Nuclear;0
Vanuatu;2018;Nuclear;0
Vanuatu;2019;Nuclear;0
Vanuatu;2020;Nuclear;0
Venezuela (Bolivarian Republic of);2000;Nuclear;0
Venezuela (Bolivarian Republic of);2001;Nuclear;0
Venezuela (Bolivarian Republic of);2002;Nuclear;0
Venezuela (Bolivarian Republic of);2003;Nuclear;0
Venezuela (Bolivarian Republic of);2004;Nuclear;0
Venezuela (Bolivarian Republic of);2005;Nuclear;0
Venezuela (Bolivarian Republic of);2006;Nuclear;0
Venezuela (Bolivarian Republic of);2007;Nuclear;0
Venezuela (Bolivarian Republic of);2008;Nuclear;0
Venezuela (Bolivarian Republic of);2009;Nuclear;0
Venezuela (Bolivarian Republic of);2010;Nuclear;0
Venezuela (Bolivarian Republic of);2011;Nuclear;0
Venezuela (Bolivarian Republic of);2012;Nuclear;0
Venezuela (Bolivarian Republic of);2013;Nuclear;0
Venezuela (Bolivarian Republic of);2014;Nuclear;0
Venezuela (Bolivarian Republic of);2015;Nuclear;0
Venezuela (Bolivarian Republic of);2016;Nuclear;0
Venezuela (Bolivarian Republic of);2017;Nuclear;0
Venezuela (Bolivarian Republic of);2018;Nuclear;0
Venezuela (Bolivarian Republic of);2019;Nuclear;0
Venezuela (Bolivarian Republic of);2020;Nuclear;0
Viet Nam;2000;Nuclear;0
Viet Nam;2001;Nuclear;0
Viet Nam;2002;Nuclear;0
Viet Nam;2003;Nuclear;0
Viet Nam;2004;Nuclear;0
Viet Nam;2005;Nuclear;0
Viet Nam;2006;Nuclear;0
Viet Nam;2007;Nuclear;0
Viet Nam;2008;Nuclear;0
Viet Nam;2009;Nuclear;0
Viet Nam;2010;Nuclear;0
Viet Nam;2011;Nuclear;0
Viet Nam;2012;Nuclear;0
Viet Nam;2013;Nuclear;0
Viet Nam;2014;Nuclear;0
Viet Nam;2015;Nuclear;0
Viet Nam;2016;Nuclear;0
Viet Nam;2017;Nuclear;0
Viet Nam;2018;Nuclear;0
Viet Nam;2019;Nuclear;0
Viet Nam;2020;Nuclear;0
Viet Nam;2021;Nuclear;0
Virgin Islands (British);2000;Nuclear;0
Virgin Islands (British);2001;Nuclear;0
Virgin Islands (British);2002;Nuclear;0
Virgin Islands (British);2003;Nuclear;0
Virgin Islands (British);2004;Nuclear;0
Virgin Islands (British);2005;Nuclear;0
Virgin Islands (British);2006;Nuclear;0
Virgin Islands (British);2007;Nuclear;0
Virgin Islands (British);2008;Nuclear;0
Virgin Islands (British);2009;Nuclear;0
Virgin Islands (British);2010;Nuclear;0
Virgin Islands (British);2011;Nuclear;0
Virgin Islands (British);2012;Nuclear;0
Virgin Islands (British);2013;Nuclear;0
Virgin Islands (British);2014;Nuclear;0
Virgin Islands (British);2015;Nuclear;0
Virgin Islands (British);2016;Nuclear;0
Virgin Islands (British);2017;Nuclear;0
Virgin Islands (British);2018;Nuclear;0
Virgin Islands (British);2019;Nuclear;0
Virgin Islands (British);2020;Nuclear;0
Virgin Islands (U.S.);2000;Nuclear;0
Virgin Islands (U.S.);2001;Nuclear;0
Virgin Islands (U.S.);2002;Nuclear;0
Virgin Islands (U.S.);2003;Nuclear;0
Virgin Islands (U.S.);2004;Nuclear;0
Virgin Islands (U.S.);2005;Nuclear;0
Virgin Islands (U.S.);2006;Nuclear;0
Virgin Islands (U.S.);2007;Nuclear;0
Virgin Islands (U.S.);2008;Nuclear;0
Virgin Islands (U.S.);2009;Nuclear;0
Virgin Islands (U.S.);2010;Nuclear;0
Virgin Islands (U.S.);2011;Nuclear;0
Virgin Islands (U.S.);2012;Nuclear;0
Virgin Islands (U.S.);2013;Nuclear;0
Virgin Islands (U.S.);2014;Nuclear;0
Virgin Islands (U.S.);2015;Nuclear;0
Virgin Islands (U.S.);2016;Nuclear;0
Virgin Islands (U.S.);2017;Nuclear;0
Virgin Islands (U.S.);2018;Nuclear;0
Virgin Islands (U.S.);2019;Nuclear;0
Virgin Islands (U.S.);2020;Nuclear;0
World;2000;Nuclear;16.76
World;2001;Nuclear;16.95
World;2002;Nuclear;16.55
World;2003;Nuclear;15.84
World;2004;Nuclear;15.71
